respid,sample,attempt,fcall,refusal,int_date,ilang,cregion,state,density,sstate,susr,usr,scregion,sdensity,llitext,qintro2,form,qs3,qs4,qs5,qs6,qs1,q1,q2,campnii,thought,q5,q9,q9a,Q9HORSE3,q10,q10a,q10b,q10c,q10d,q10horse,q11,q12,oftvote,q20,q23,q24f1,q25f2,q30a,q30b,q33a,q33b,q34a,q34b,q34c,q35,q40a,q40b,q40c,q40d,q40e,q40f,q40if1,q40jf1,q40kf1,q40lf1,q40nf2,q40of2,q40pf2,q40qf2,q41,q42,q45a,q45b,q45c,q45d,q48a,q48b,q48c,q49a,q49b,q50a,q50b,q50c,q50d,q50ef1,q50ff1,q50gf1,q50hf1,q50if2,q50jf2,q50kf2,q50lf2,q55,q56,q57,q58,q59,q60,q71,q72,q78,q79,q80,q81,sex,age,gen5,educ,hisp,racem1,racem2,racem3,racem4,adults,racecmb,racethn,birth_hisp,qtaa5,lan1,lan2,lan3,lan4,marital,relig,chr,qe3sos,born,attend,q82,q83,q84,q85,income,reg,party,partyln,partysum,partyideo,ideo,q86,q87,hh1,hh3,ql1,ql1a,qc1,money2,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,ll,cp,hispoversample,Primary_Language,cellweight,weight
400038,2,3,160616,0,160620,1,2,18,2,47,,U,3,2, , ,1, , , , ,2,9,1,3,3,2,4,4, ,3,3, , , , , , , ,9,2,9, , , , , ,3,9,3,9,9,9,9,9,1,9,9,3,1,9, , , , , , ,9,9,8,5, , , , , ,3,3,3,3,3,3,3,9, , , , ,2,2,3,5,1,2, , ,9,9,9,9,1,45,4,3,1,7, , , ,2,5,3,1,1,2,1,2,2,1,1, ,,2,1,2, , , ,3,3,5,9,9,9,9, , ,2,2, , ,2,9,2,1,1, , , ,0,1,1,2,0.7344978,0.8986667
400045,2,1,160616,0,160616,2,1,44,4,44,,,1,4, , ,1, , , , ,2,1,2,3,9,3,9,9, ,1, , , , , , , , ,3,1,2, , , , , ,1,2,2,9,1,1,9,1,1,1,1,1,3,9, , , , , , ,9,1,9,9, , , , , ,2,2,2,2,2,2,2,9, , , , ,3,9,4,2,2,9, , ,9,9,1,9,1,22,5,1,1,7, , , ,2,5,3,3,1,2,2,4,4,6,2, ,,2,5,9, ,1, ,3,3,2, ,2,5,4, , ,3,2, , ,2,9,2,1,1, , , ,0,1,1,3,0.3421226,0.4032879
400090,2,1,160616,0,160616,2,3,48,5,48,,U,3,5, , ,2, , , , ,2,1,1,3,3,2,3, ,3,1, ,2, ,2,1,2, ,1,3,2, ,1,2,4,3,4,2,2,2,3,1,1,2,1,1,2, , , , ,1,3,2,2,1,1,3,2,2,2,2,2,2,1,3,2,2,2,2, , , , ,2,2,1,2,2,3,3,2,2,2,3,2,2,2,2,1,1,52,3,3,1,9, , , ,3,9,3,3,1,2,2,1,3,6,1, ,,1,2,2,9, , ,2,1,2, ,2,5,4,2, ,3,3, , ,1,9,2,1,1, , , ,1,1,1,2,0.3765368,0.4482586
400091,2,1,160616,0,160616,1,4,8,3,8,,S,4,5, , ,1, , , , ,2,2,2,1,1,1,2, ,2,2, ,2,2, ,2, ,2,1,4,1,2, ,1,1,4,4,2,1,2,3,3,1,1,1,1,1,1,2,3,4, , , , ,1,1,2,3,2,2,1,1,1,2,3,1,1,1,1,1,1,1,2, , , , ,2,1,3,1,1,2,1,2,2,1,2,1,1,47,4,5,1,7, , , ,2,5,3,1,1,2,3,1,1,1,2, ,,2,4,2, ,1, ,7,1,1, ,1,2,3, ,2,2,2, , ,2,1,1,1,1, , , ,0,1,1,1,0.5155956,0.6771263
400092,2,1,160616,0,160616,1,4,8,3,8,,S,4,5, , ,2, , , , ,2,1,2,1,3,2,3, ,3,1, ,2, ,2,1,2, ,1,3,1, ,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,1,2, , , , ,2,2,2,2,4,2,2,1,2,3,2,2,2,1,2,3,2,39,4,5,1,7, , , ,1,5,3,1,1,2,2,1,1,6,7, ,, ,3,2, , , ,6,1,3,2,2,3,5,1, ,3,1, , ,2,9,1,1,1, , , ,0,1,1,1,1.863146,2.0252672
400095,2,1,160616,0,160616,2,4,35,3,35,,U,4,1, , ,1, , , , ,2,9,2,3,1,2,1, , ,1, , , , , , , , ,4,1,2, , , , , ,9,1,2,1,1,1,1,1,1,3,1,3,3,2, , , , , , ,1,4,2,4, , , , , ,2,2,2,2,2,2,2,2, , , , ,3,1,3,2,1,1, , ,3,2,2,2,1,29,5,3,1,7, , , ,1,5,3,3,1,1,1,3,3,9,2, ,,2,3,2, ,3, ,2,3,3,9,9,3,2, , ,1, , , ,2,9,2,1,1, , , ,0,1,1,3,0.5226176,0.6094384
400098,2,1,160616,0,160616,1,4,15,4,15,,U,4,4, , ,1, , , , ,2,2,1,2,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,2,2, ,2,3,3,1,1,1,3,3,1,1,2,1,1,1,2,1,1,3, , , , ,2,1,4,4,3,4,1,1,2,3,1,1,1,1,1,1,1,1,3, , , , ,3,1,2,1,2,3,1,1,1,2,1,1,2,58,3,6,1,3, , , ,1,3,3,1,1,1,4,1,1,5,2, ,,2,1,2, ,1, ,7,1,1, ,1,2,3, ,2,1, , , ,1,9,1,1,1, , , ,1,1,1,1,0.4686819,0.3343871
400100,2,1,160616,0,160616,1,4,6,5,6,,S,4,5, , ,1, , , , ,2,9,2,9,2,2,4,4,4,3,3, , , ,3,2,2,1,4,2,2, ,1,1,4,4,2,1,2,3,1,1,1,4,1,1,1,4,9,9, , , , ,2,2,4,8,1,1,1,2,1,3,1,1,3,1,3,2,1,2,2, , , , ,9,1,1,5,1,3,2,2,4,1,2,4,1,99,9,4,1,7, , , ,3,5,3,3,1,1,1,1,1,1,12, ,, ,6,2, , ,3,10,1,4,1,1,9,4, ,2,3,3, , ,2,9,1,1,9, , , ,0,1,1,2,0.5958526,0.7881411
400101,2,1,160616,0,160616,2,4,6,5,6,,U,4,5, , ,1, , , , ,2,1,1,4,3,2,1, , ,1, , , , , , , , ,4,2,2, , , , , ,2,1,2,3,2,1,1,1,1,2,1,2,2,1, , , , , , ,2,2,1,2, , , , , ,2,2,2,2,2,2,2,2, , , , ,3,3,4,2,2,2, , ,4,1,2,4,1,30,5,4,1,2, , , ,3,2,3,3,1,1,1,1,2,1,1, ,,2,2,2, , , ,4,3,3,2,2,3,1, , ,8,7, , ,2,1,2,1,1, , , ,0,1,1,2,0.5958526,0.7881411
400102,2,5,160616,0,160624,1,4,6,3,6,,S,4,3, , ,1, , , , ,2,9,1,3,3,1,1, , ,1, , , , , , , , ,3,1,1, , , , , ,1,2,2,3,1,1,1,1,1,1,1,1,1,1, , , , , , ,4,4,4,9, , , , , ,2,2,2,2,2,2,1,2, , , , ,3,3,3,2,3,3, , ,3,2,2,4,2,53,3,3,1,7, , , ,1,5,3,3,1,1,1,3,3,3,2, ,,2,1,1, ,1, ,3,3,3,9,9,3,3, , ,3,1, , ,2,1,2,1,1, , , ,0,1,1,3,1.5793386,1.4189324
400103,2,1,160616,0,160617,1,4,6,5,6,,S,4,5, , ,2, , , , ,2,1,2,3,3,2,1, , ,1, , , , , , , , ,4,2, ,2, , , , ,2,9,2,3,1,2,1,1,1,2, , , , ,1,1,1,2, , ,2,9,3,2, , , , , ,2,3,2,2, , , , ,2,3,2,2,4,3,4,2,2,3, , ,2,1,2,1,2,36,4,6,1,7, , , ,3,5,3,1,1,4,4,1,1,3,2, ,,2,4,2, ,3, ,2,3,3,9,9,3,3, , ,5,3, , ,1,9,2,1,1, , , ,1,1,1,1,0.887237,0.9266279
400108,2,1,160617,0,160617,2,3,12,4,12,,U,3,4, , ,2, , , , ,2,1,1,3,1,1,3, , ,2, , , , , , , , ,3,1, ,1, , , , ,2,2,2,2,1,1,1,1,1,1, , , , ,1,4,1,1, , ,4,2,1,4, , , , , ,1,1,1,1, , , , ,2,2,1,1,1,1,1,1,1,2, , ,3,2,2,1,1,36,4,3,1,1, , , ,2,1,3,3,1,1,1,2,2,1,13, ,,1,1,2,1, , ,4,3,3,1,1,3,2, , ,4,2, , ,2,9,1,1,1, , , ,0,1,1,3,0.3421226,0.3343871
400112,2,1,160617,0,160617,1,3,12,4,12,,S,3,4, , ,1, , , , ,2,1,2,3,1,2,9,9,9,9,3, , , ,3,2,2,1,4,9,2, ,2,2,2,4,2,1,2,3,1,1,1,1,1,1,1,1,1,1, , , , ,1,1,2,1,4,2,3,3,2,3,3,1,3,3,2,3,2,2,1, , , , ,4,1,2,1,2,2,2,2,2,2,2,1,2,30,5,4,1,2, , , ,3,2,3,1,1,4,4,1,1,9,13, ,,1,2,2,3, , ,6,1,3,9,9,3,3, , ,7,6, , ,1,9,1,1,9, , , ,1,1,1,1,0.869353,1.1601796
400118,2,1,160617,0,160617,2,3,12,4,12,,,3,4, , ,1, , , , ,2,1,2,3,1,1,4,9, ,9,9, , , , , , , ,4,2,2, , , , , ,2,1,9,3,1,1,1,1,1,1,1,1,1,1, , , , , , ,8,9,4,8, , , , , ,3,3,9,3,3,3,3,2, , , , ,4,2,3,4,2,3, , ,4,1,2,4,1,99,9,9,1,7, , , ,2,5,3,3,1,1,1,3,4,9,99,9,, ,6,9, , , ,9,3,9,9,9,9,4, , ,9,9, , ,9,9,2,1,1, , , ,0,1,1,3,0.3421226,0.3343871
400120,2,1,160617,0,160617,1,3,12,4,12,,S,3,4, , ,2, , , , ,2,1,2,1,1,1,9,4,4,2, ,2,1, ,2, ,1,4,3,1, ,1,1,1,3,3,1,2,1,1,2,1,1,2,1,2, , , , ,1,1,1,4,1,1,1,3,3,1,1,1,3,3,3,1,2,1,1, , , , ,2,1,1,1,3,3,2,2,1,1,2,3,2,1,2,2,1,24,5,6,1,1, , , ,3,1,3,3,1,1,1,1,1,6,1, ,,1,3,2,3, , ,8,1,1, ,1,1,2, ,2,3,3, , ,2,9,1,1,1, , , ,0,1,1,2,0.3421226,0.3343871
400128,2,1,160617,0,160617,1,3,24,4,24,,,3,4, , ,1, , , , ,2,1,1,2,2,1,1, ,1,1, ,1, ,1,1,2, ,2,2,1,2, ,2,4,1,4,1,1,2,1,1,1,1,2,2,1,2,1,4,2, , , , ,2,1,4,2,4,2,2,2,2,3,2,2,2,2,2,2,1,2,2, , , , ,3,3,3,2,1,3,2,1,2,2,1,2,2,44,4,6,1,2, , , ,1,2,3,1,1,4,3,1,1,6,11,1,,1,2,2,3, , ,9,1,2, ,2,4,3,1, ,3,1, , ,2,9,1,1,1, , , ,0,1,1,1,0.4146423,0.6033445
400137,2,1,160617,0,160617,2,2,31,2,12,,R,3,4, , ,2, , , , ,2,9,1,1,3,9,1, , ,1, , , , , , , , ,2,2, ,1, , , , ,1,2,1,3,1,1,1,1,1,1, , , , ,1,1,1,1, , ,9,9,1,1, , , , , ,2,2,2,2, , , , ,2,2,2,2,2,1,4,1,1,3, , ,1,2,1,1,2,50,4,3,1,1, , , ,2,1,3,3,1,2,2,2,2,3,11,1,,1,4,2,9, , ,1,3,2, ,2,4,2, , ,2,2, , ,2,9,1,1,1, , , ,0,1,1,2,0.6196407,0.5215208
400144,2,1,160617,0,160617,1,3,12,2,12,,S,3,3, , ,2, , , , ,2,1,1,1,1,1,1, ,1,1, ,1, ,2,1,2, ,1,2,1, ,2,2,1,2,4,1,1,2,3,2,1,2,1,1,2, , , , ,3,2,1,1,9,1,9,9,3,2,2,2,2,3,2,2,2,2,2, , , , ,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,32,5,4,1,1, , , ,3,1,3,1,1,1,1,1,1,1,2, ,,2,2,2, ,3, ,5,1,1, ,1,2,3, ,2,4,3, , ,2,9,1,1,1, , , ,0,1,1,2,1.8546284,1.8438945
400145,2,1,160617,0,160617,2,3,51,4,51,,S,3,5, , ,2, , , , ,2,1,1,9,1,1,1, ,1,1, ,2, ,1,1,2, ,2,1,2, ,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,2,1,4,1,1,4,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,2,1,3,1,1,2,2,1,2,1,2,2,2,42,4,3,1,7, , , ,2,5,3,3,1,2,1,1,2,1,12, ,, ,4,2, , ,3,8,1,2, ,2,4,3,1, ,3,2, , ,2,1,2,1,1, , , ,0,1,1,2,0.6085372,0.7265604
400149,2,1,160617,0,160617,2,3,12,4,12,,S,3,4, , ,2, , , , ,2,1,1,3,3,1,1, , ,1, , , , , , , , ,2,1, ,1, , , , ,1,2,2,3,1,1,1,1,1,1, , , , ,1,1,1,1, , ,3,1,1,8, , , , , ,1,9,1,2, , , , ,2,2,2,2,2,1,3,1,1,2, , ,1,2,2,1,1,34,5,5,1,1, , , ,3,1,3,3,1,1,1,3,3,1,2, ,,2,4,2, ,3, ,3,3,3,2,2,3,2, , ,6,3, , ,2,1,1,1,1, , , ,0,1,1,3,0.7541356,0.8911606
400151,2,2,160617,0,160620,1,3,12,4,12,,U,3,4, , ,1, , , , ,2,1,1,1,1,3,1, ,1,1, ,2, ,2,1,1, ,1,3,1,2, ,1,1,2,4,1,1,2,3,1,1,1,1,2,1,1,1,2,2, , , , ,1,1,3,3,4,2,3,2,3,3,3,2,2,2,2,2,3,2,2, , , , ,2,1,2,1,1,2,2,1,3,1,2,2,1,49,4,6,1,2, , , ,2,2,3,1,1,3,2,1,1,1,13, ,,2,3,2, , , ,8,1,3,2,2,3,3,1, ,4,2, , ,1,9,2,2,2, , , ,1,1,1,1,0.3421226,0.3343871
400152,2,1,160617,0,160617,2,3,12,2,12,,,3,2, , ,2, , , , ,2,1,1,4,1,9,1, ,1,1, ,1, ,2,1,2, ,1,2,1, ,2,3,4,9,9,9,2,9,1,1,1,1,1,1,1, , , , ,3,1,1,1,9,9,4,1,9,9,2,2,2,1,3,2,9,3,2, , , , ,3,2,9,2,1,1,3,1,2,3,2,9,1,1,2,2,2,58,3,1,1,7, , , ,1,5,3,2,1,1,3,4,3,6,2, ,,1,2,2, ,1, ,1,1,2, ,2,4,3,1, ,1, , , ,2,9,2,1,1, , , ,0,1,1,3,0.4397417,0.4297027
400160,2,1,160617,0,160617,2,1,36,5,36,,S,1,5, , ,1, , , , ,2,1,2,3,3,1,1, , ,1, , , , , , , , ,3,1,1, , , , , ,2,1,1,2,1,1,1,1,1,1,1,1,1,1, , , , , , ,4,1,4,1, , , , , ,2,2,2,2,2,2,2,2, , , , ,2,1,3,2,1,3, , ,2,1,2,1,1,50,4,3,1,7, , , ,2,5,3,3,1,1,1,4,4,3,2, ,,2,5,2, ,3, ,1,3,3,2,2,3,1, , ,5,2, , ,2,9,2,1,1, , , ,0,1,1,3,0.5584091,0.8051012
400163,2,1,160617,0,160617,2,3,13,4,13,,S,3,4, , ,2, , , , ,2,1,1,1,1,1,1, , ,1, , , , , , , , ,3,1, ,2, , , , ,1,2,1,3,2,2,2,1,1,4, , , , ,4,4,2,1, , ,4,1,4,2, , , , , ,2,2,2,2, , , , ,2,2,2,2,2,1,3,1,1,3, , ,2,1,2,3,1,38,4,1,1,7, , , ,1,5,3,3,1,3,3,3,3,6,2, ,,2,3,2, ,3, ,3,3,2, ,2,5,4, , ,3,1, , ,2,9,1,1,1, , , ,0,1,1,2,0.3421226,0.3343871
400169,2,1,160617,0,160617,1,3,12,4,12,,S,3,4, , ,1, , , , ,2,1,1,1,1,1,1, ,1,1, ,2, ,1,1,2, ,1,3,1,2, ,1,1,1,3,1,1,2,1,1,1,1,1,1,2,2,2,2,1, , , , ,2,1,3,2,3,2,1,2,2,3,2,2,2,2,2,2,1,2,2, , , , ,2,1,2,2,1,2,2,1,2,2,2,2,1,24,5,7,1,1, , , ,3,1,3,1,1,2,2,1,1,6,2, ,,2,4,2, ,2, ,8,1,2, ,2,5,4,1, ,5,4, , ,1,9,2,1,1, , , ,1,1,1,1,0.3421226,0.3343871
400170,2,1,160617,0,160617,1,1,36,5,36,,U,1,5, , ,1, , , , ,2,1,1,1,1,3,1, ,1,1, ,2, ,1,1,2, ,2,1,1,2, ,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,2,1,2,1,2,2,3,1,2,2,1,2,1,50,4,3,1,7, , , ,3,5,3,3,1,1,3,2,1,1,2, ,,2,4,2, ,3, ,6,1,2, ,2,4,3,1, ,4,3, , ,2,9,1,1,1, , , ,0,1,1,2,0.5584091,0.8051012
400186,2,1,160617,0,160617,1,2,26,5,26,,U,2,3, , ,2, , , , ,2,1,1,2,2,2,1, ,1,3,1, , ,2,1,2, ,1,4,2, ,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2, , , , ,1,2,2,1,2,1,3,3,4,2,1,3,2,3,3,2,2,3,2, , , , ,3,2,2,2,2,3,2,2,1,2,2,2,2,1,1,3,1,29,5,6,1,7, , , ,2,5,3,1,1,3,3,1,1,1,1, ,,1,3,2,3, , ,8,1,3,2,2,3,3,1, ,2,2, , ,2,1,1,1,1, , , ,0,1,1,1,0.3421226,0.4052364
400191,2,1,160617,0,160617,2,3,48,4,48,,,3,4, , ,1, , , , ,2,2,2,4,3,1,1, , ,1, , , , , , , , ,3,1,2, , , , , ,1,1,3,1,1,1,2,1,1,9,1,1,1,1, , , , , , ,1,1,1,1, , , , , ,2,2,2,2,2,2,2,2, , , , ,3,1,3,2,1,2, , ,3,1,1,1,1,53,3,1,1,7, , , ,2,5,3,3,1,1,3,3,4,1,2, ,,2,2,1, ,1, ,4,3,1, ,1,1,2, , ,4,2, , ,2,9,2,1,1, , , ,0,1,1,3,0.5621433,0.7682072
400192,2,4,160617,0,160622,2,3,48,3,48,,S,3,3, , ,2, , , , ,2,2,2,4,3,3,1, , ,1, , , , , , , , ,1,1, ,2, , , , ,3,1,1,3,3,3,3,2,1,1, , , , ,1,4,1,9, , ,2,9,3,2, , , , , ,2,2,2,2, , , , ,2,2,2,2,3,3,3,2,3,2, , ,3,1,2,3,1,35,5,2,1,7, , , ,2,5,3,3,1,1,1,3,3,1,2, ,,2,4,2, ,3, ,2,3,1, ,1,1,2, , ,6,2, , ,1,9,2,1,1, , , ,1,1,1,3,0.3421226,0.3343871
400196,2,5,160617,1,160621,1,3,48,3,48,,,3,3, , ,2, , , , ,2,1,1,3,1,1,1, , ,1, , , , , , , , ,3,2, ,2, , , , ,1,1,2,2,1,1,1,1,1,1, , , , ,1,1,1,1, , ,1,1,1,1, , , , , ,2,2,3,2, , , , ,2,3,2,2,2,1,2,5,1,2, , ,1,2,2,1,1,27,5,4,1,7, , , ,1,5,3,1,1,1,2,1,1,4,12, ,, ,1,2, , ,2,2,3,2, ,2,4,2, , ,1, , , ,9,9,2,1,4, , , ,0,1,1,2,0.90069,1.0955538
400209,2,1,160617,0,160617,2,4,6,5,6,,,4,5, , ,1, , , , ,2,1,1,2,3,1,1, ,1,1, ,1, ,1,1,2, ,4,1,1,2, ,1,4,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1, , , , ,2,1,4,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2, , , , ,2,1,3,1,1,2,3,1,2,1,2,1,1,49,4,1,1,7, , , ,3,5,3,3,1,1,1,3,1,1,2, ,,2,4,2, ,3, ,10,1,2, ,2,4,3,1, ,5,4, , ,2,9,2,1,1, , , ,0,1,1,3,0.9056028,1.1132766
400301,2,2,160618,0,160618,2,3,48,3,48,,S,3,3, , ,1, , , , ,2,1,9,4,3,9,9,9, ,1, , , , , , , , ,3,1,2, , , , , ,1,9,9,9,9,1,9,1,1,1,9,9,1,1, , , , , , ,9,9,9,1, , , , , ,2,9,9,2,9,2,2,2, , , , ,3,1,3,2,2,2, , ,9,9,1,1,2,58,3,1,1,7, , , ,2,5,3,3,1,1,1,3,3,1,2, ,,1,2,2, ,3, ,10,3,9,9,9,9,2, , ,2,2, , ,2,9,2,1,1, , , ,0,1,1,3,0.5907971,0.5845476
400312,2,3,160618,0,160618,1,4,35,3,35,,U,4,1, , ,2, , , , ,2,1,2,2,1,2,1, ,1,1, ,2, ,2,1,2, ,1,3,1, ,2,1,4,2,4,1,1,2,1,1,2,2,1,1,1, , , , ,2,1,2,1,1,1,3,2,3,2,3,2,2,3,2,2,2,2,2, , , , ,2,2,2,1,2,3,3,2,1,2,2,1,1,2,1,2,2,60,3,6,1,7, , , ,2,5,3,1,1,1,1,1,1,3,2, ,,2,2,2, ,3, ,5,1,2, ,2,4,3,1, ,2,2, , ,2,9,1,2,2, , , ,0,1,1,2,0.438476,0.3725711
400317,2,2,160619,0,160619,2,3,47,4,47,,U,3,4, , ,1, , , , ,2,1,2,1,1,1,1, ,1,1, ,1, ,1,1,2, ,1,1,9,2, ,1,4,1,4,3,3,3,1,1,1,1,1,1,1,1,1,9,9, , , , ,2,2,4,1,4,9,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,3,1,9,4,1,3,3,1,9,1,2,9,1,67,3,3,1,9, , , ,3,9,3,1,1,1,3,1,1,1,99,2,, ,2,2, , , ,5,1,2, ,2,9,9,1, ,5,4, , ,2,9,1,1,1, , , ,0,1,1,1,0.7387672,0.8565725
400323,2,3,160619,0,160619,2,3,13,3,13,,U,3,3, , ,1, , , , ,2,9,2,4,3,1,1, , ,1, , , , , , , , ,3,1,1, , , , , ,2,9,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,4,1,8,8, , , , , ,2,1,2,2,2,2,2,2, , , , ,2,1,2,1,1,2, , ,1,1,1,2,1,27,5,2,1,7, , , ,3,5,3,3,1,1,1,4,4,1,1, ,,1,1,1,1, , ,5,3,3,2,2,3,5, , ,5,4, , ,2,1,2,1,1, , , ,0,1,1,3,0.3510369,0.4654474
400327,2,2,160619,0,160619,2,3,48,3,48,,,3,3, , ,2, , , , ,2,9,2,1,1,1,1, ,1,1, ,1, ,1,1,2, ,3,3,9, ,2,2,4,2,4,1,1,2,3,2,1,2,2,2,2, , , , ,2,4,2,2,2,1,2,1,4,1,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,3,2,4,2,2,3,2,1,2,2,2,2,1,45,4,3,1,9, , , ,3,9,3,1,1,1,1,1,1,1,2, ,,2,3,2, ,3, ,4,1,4,1,1,9,4, ,2,4,4, , ,9,9,2,1,1, , , ,0,1,1,2,0.3801976,0.441784
400328,2,7,160619,0,160621,1,3,48,1,48,,R,3,1, , ,1, , , , ,2,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,3,1,2, ,2,2,4,4,1,1,2,9,1,1,2,1,1,1,1,2,2,3, , , , ,2,2,3,3,3,2,3,1,1,2,1,1,1,1,1,1,1,2,1, , , , ,4,1,3,5,2,1,1,2,3,1,2,9,2,64,3,8,1,7, , , ,3,5,3,1,1,1,2,1,1,1,2, ,,2,4,2, ,1, ,4,1,4,1,1,9,2, ,2,3,3, , ,1,9,2,1,4, , , ,1,1,1,2,0.3491835,0.3343871
400336,2,2,160619,0,160619,2,3,12,4,12,,S,3,4, , ,1, , , , ,2,1,2,1,1,2,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,4,1,4,1,2,1,3,1,1,1,1,1,9,1,1,1,1, , , , ,2,1,1,1,1,8,2,2,2,1,3,2,2,1,2,2,2,2,2, , , , ,1,1,3,2,9,2,3,1,1,2,9,1,2,72,2,3,1,7, , , ,1,5,3,3,1,1,1,4,4,6,1, ,,9,2,2, , , ,10,1,2, ,2,9,9,1, ,1, , , ,2,9,2,1,4, , , ,0,1,1,3,1.0169961,0.743688
400340,2,2,160619,0,160619,1,3,48,3,48,,U,3,3, , ,1, , , , ,2,2,9,3,3,1,1, , ,1, , , , , , , , ,2,2,1, , , , , ,1,2,1,2,1,3,2,1,1,1,1,1,1,1, , , , , , ,1,1,1,1, , , , , ,1,1,1,2,9,9,2,2, , , , ,3,3,3,2,2,2, , ,3,1,2,3,1,29,5,4,1,1,7, , ,2,4,3,1,1,1,1,1,1,1,2,1,,2,5,2, , , ,3,9,3,1,1,3,3, , ,5,2, , ,2,9,2,1,1, , , ,0,1,1,2,0.503419,0.7358476
400341,2,3,160619,0,160619,1,4,49,2,49,,U,4,2, , ,1, , , , ,2,1,1,3,3,2,3, , ,1, , , , , , , , ,3,2,2, , , , , ,2,1,1,1,2,2,1,2,2,3,3,2,1,3, , , , , , ,4,2,3,3, , , , , ,2,1,2,2,2,2,2,2, , , , ,3,3,2,3,1,3, , ,2,2,2,2,2,24,5,5,1,7, , , ,3,5,3,1,1,2,2,1,1,6,3, ,,2,2,2, , , ,4,3,3,2,2,3,5, , ,4,4, , ,2,9,2,1,1, , , ,0,1,1,1,1.4284886,1.3677102
400345,2,4,160620,0,160620,1,3,51,4,51,,U,3,4, , ,2, , , , ,2,1,1,3,1,1,1, ,1,1, ,2, ,2,1,2, ,1,2,1, ,2,2,4,2,4,1,1,2,3,1,1,1,1,1,1, , , , ,1,2,1,1,1,1,4,1,8,8,2,2,2,3,3,2,9,2,2, , , , ,2,9,2,2,2,3,3,2,3,2,2,2,1,2,9,2,2,23,5,5,1,2,7, , ,3,4,3,1,1,4,4,1,1,6,1, ,,2,4,2, , , ,3,1,2, ,2,4,3,1, ,8,6, , ,1,9,2,1,1, , , ,1,1,1,1,1.1340894,1.3373881
400351,2,2,160620,1,160620,2,1,36,5,36,,U,1,5, , ,2, , , , ,2,1,1,2,1,1,9,9,9,1, ,1, ,1,1,2, ,1,1,1, ,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1, , , , ,1,1,1,9,1,1,2,1,1,1,4,4,4,1,1,9,9,9,2, , , , ,2,9,2,2,1,1,3,2,1,1,2,2,1,2,1,1,1,65,3,1,1,9, , , ,3,9,3,3,1,1,1,1,1,5,1, ,,1,4,1,2, , ,2,1,2, ,2,4,2,1, ,4,4, , ,1,1,2,1,4, , , ,1,1,1,2,0.6391341,0.6092041
400361,2,3,160620,0,160620,2,1,36,5,36,,U,1,5, , ,1, , , , ,2,1,1,1,1,2,1, ,1,1, ,2, ,2,1,2, ,1,3,1,2, ,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1, , , , ,2,1,4,3,4,4,3,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,4,1,3,2,3,3,3,2,2,2,1,2,2,58,3,5,1,1, , , ,2,1,3,3,1,1,1,1,1,1,2, ,,2,2,2, ,3, ,10,1,2, ,2,5,4,1, ,3,2, , ,2,9,2,1,1, , , ,0,1,1,2,0.3421226,0.3343871
400370,2,2,160620,0,160620,1,1,42,5,42,,U,1,5, , ,1, , , , ,2,1,2,2,1,1,1, ,1,1, ,2, ,2,1,2, ,2,2,1,2, ,1,4,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1, , , , ,2,2,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,3,2,1,2,2,3,2,1,1,2,1,3,1,59,3,1,1,7, , , ,2,5,3,2,1,1,3,1,2,1,1, ,,1,1,2,3, , ,1,1,2, ,2,5,5,2, ,2,2, , ,1,9,1,1,1, , , ,1,1,1,2,0.715069,0.5922246
400402,2,2,160620,0,160620,1,1,42,5,42,,S,1,4, , ,1, , , , ,2,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,1,1,2, ,4,1,4,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1, , , , ,1,9,2,4,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,3,1,3,5,2,3,1,2,2,1,1,1,1,83,2,6,1,7, , , ,2,5,3,1,1,4,4,1,1,1,2, ,,2,6,2, ,1, ,10,1,3,1,1,3,3, ,2,2,2, , ,2,1,2,2,1, , , ,0,1,1,1,0.3421226,0.3343871
