respid,sample,attempt,fcall,refusal,int_date,ilang,cregion,state,density,sstate,susr,usr,scregion,sdensity,llitext,qintro2,form,qs3,qs4,qs5,qs6,qs1,q1,q2,campnii,thought,q5,q9,q9a,Q9HORSE3,q10,q10a,q10b,q10c,q10d,q10horse,q11,q12,oftvote,q20,q23,q24f1,q25f2,q30a,q30b,q33a,q33b,q34a,q34b,q34c,q35,q40a,q40b,q40c,q40d,q40e,q40f,q40if1,q40jf1,q40kf1,q40lf1,q40nf2,q40of2,q40pf2,q40qf2,q41,q42,q45a,q45b,q45c,q45d,q48a,q48b,q48c,q49a,q49b,q50a,q50b,q50c,q50d,q50ef1,q50ff1,q50gf1,q50hf1,q50if2,q50jf2,q50kf2,q50lf2,q55,q56,q57,q58,q59,q60,q71,q72,q78,q79,q80,q81,sex,age,gen5,educ,hisp,racem1,racem2,racem3,racem4,adults,racecmb,racethn,birth_hisp,qtaa5,lan1,lan2,lan3,lan4,marital,relig,chr,qe3sos,born,attend,q82,q83,q84,q85,income,reg,party,partyln,partysum,partyideo,ideo,q86,q87,hh1,hh3,ql1,ql1a,qc1,money2,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,ll,cp,hispoversample,Primary_Language,cellweight,weight
300222,1,2,160617,0,160617,2,3,48,1,48,R,R,3,1,2,2,1,1,2, ,1, ,1,1,2,1,1,1, ,1,1, ,1, ,1,1,2, ,1,2,1,2, ,1,1,1,4,1,2,1,3,1,1,1,1,1,1,1,1,3,4, , , , ,1,1,4,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,2,1,2,5,3,3,2,1,3,1,2,2,2,75,2,1,1,1, , , ,2,1,3,3,1,1,2,3,3,1,2, ,,2,2,2, ,3, ,2,1,2, ,2,4,2,1, ,2,2,1, , , ,2,1,1, , , ,1,1,1,3, ,0.5417547
300297,1,2,160617,0,160619,1,4,8,3,8,S,S,4,3,1,1,1,1,2, ,1, ,1,2,1,1,1,1, ,1,1, ,2, ,2,1,2, ,1,4,1,2, ,1,1,2,2,2,1,2,3,1,1,1,2,2,2,1,2,2,1, , , , ,1,1,4,2,3,2,2,2,2,3,2,2,2,2,1,2,1,2,2, , , , ,4,2,1,2,1,2,2,2,2,1,2,4,2,20,5,4,1,7, , , ,2,5,3,1,1,2,1,1,1,6,12, ,, ,6,2, , ,3,7,1,2, ,2,5,5,1, ,3,3,1, , , ,2,2,1, , , ,1,1,1,2, ,1.4100636
300318,1,1,160617,0,160617,2,4,6,1,6,U,U,4,1,2,2,2,1,5, ,1, ,2,9,3,1,3,1, ,1,1, ,2, ,1,1,2, ,2,3,9, ,2,2,3,3,4,2,9,1,3,1,1,2,1,1,1, , , , ,1,1,1,1,2,1,4,2,8,8,2,2,1,3,2,2,9,9,2, , , , ,2,2,2,2,4,3,3,5,2,2,9,1,2,1,2,1,2,66,3,1,1,7, , , ,3,5,3,3,1,2,1,3,3,1,12, ,, ,5,2, , ,3,3,1,2, ,2,4,3,2, ,6,5,1, , , ,2,1,1, , , ,1,1,1,3, ,0.6898873
300324,1,1,160617,0,160617,1,4,6,1,6,U,U,4,5,2,2,2,1,1,1, , ,1,1,2,1,3,1, ,1,1, ,1, ,1,1,2, ,1,1,1, ,2,1,4,1,4,1,1,2,1,1,1,2,1,9,2, , , , ,3,2,1,1,2,1,3,2,8,8,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,2,3,3,2,1,2,3,2,1,2,1,2,2,2,39,4,3,1,7, , , ,1,5,3,3,1,1,1,1,1,1,3, ,,2,1,2, , , ,8,1,2, ,2,4,1,1, ,5,2,1, , , ,2,2,1, , , ,1,1,1,2, ,0.6040856
300328,1,1,160617,0,160617,1,4,4,3,4,U,U,4,3,2,2,1,1,3, ,1, ,1,2,1,1,2,1, ,1,1, ,1, ,1,1,2, ,1,2,1,2, ,2,3,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1, , , , ,1,1,3,1,4,3,2,2,2,1,2,2,1,2,2,2,1,2,2, , , , ,3,3,4,2,1,3,2,1,3,1,2,2,2,62,3,4,1,7, , , ,3,5,3,1,1,2,3,1,1,3,2, ,,2,4,2, ,3, ,2,1,2, ,2,4,1,1, ,3,3,1, , , ,2,1,4, , , ,1,1,1,1, ,0.4535505
300356,1,10,160617,0,160626,1,4,6,5,6,U,U,4,5,2,2,2,1,3, ,1, ,1,1,4,3,2,1, , ,1, , , , , , , , ,3,2, ,2, , , , ,2,1,2,1,1,2,2,1,1,3, , , , ,3,1,1,1, , ,3,1,2,2, , , , , ,2,1,1,2, , , , ,2,2,2,1,3,1,3,5,2,3, , ,4,1,1,4,2,21,5,3,1,7, , , ,3,5,3,1,1,1,1,1,1,6,12, ,, ,6,2, , ,2,7,2,2, ,2,4,3, , ,5,3,1, , , ,1,1,1, , , ,1,1,1,2, ,1.1745732
300390,1,3,160618,0,160618,1,3,48,2,48,U,U,3,4,2,2,1,1,2, ,1, ,1,1,1,1,1,1, ,1,1, ,2, ,1,1,2, ,1,2,1,2, ,1,4,1,4,1,9,9,3,1,1,1,1,1,1,1,1,1,1, , , , ,2,1,4,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2, , , , ,3,2,2,5,1,2,2,2,1,2,2,3,2,56,3,8,1,7,1, , ,2,4,3,1,1,1,1,1,1,1,14, ,, ,4,2, , , ,7,1,2, ,2,5,4,1, ,2,2,1, , , ,2,1,1, , , ,1,1,1,2, ,0.3343871
300391,1,8,160618,0,160626,1,3,48,1,48,S,S,3,4,2,2,1,1,2, ,1, ,1,1,1,1,2,4,4,4,3,3, , , ,3,2,9,1,4,2,2, ,1,1,4,4,2,1,2,3,2,1,2,1,2,1,2,1,1,1, , , , ,2,1,3,3,3,3,3,2,9,9,2,3,3,9,9,3,3,2,2, , , , ,2,3,2,9,1,2,3,2,1,2,2,1,2,68,3,7,1,1, , , ,2,1,3,1,1,2,3,1,1,1,2, ,,1,1,2, ,3, ,7,1,3,9,9,3,4, , ,2,2,1, , , ,2,1,1, , , ,1,1,1,1, ,0.3343871
300401,1,3,160618,1,160622,2,4,6,5,6,S,S,4,5,1,1,1,1,4, ,2, ,1,1,3,3,2,1, ,1,1, ,2, ,1,1,2, ,2,3,2,2, ,2,4,2,4,2,2,2,3,1,1,4,1,4,3,3,1,4,1, , , , ,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,1,3,2,3,2,3,2,1,2,1,1,3,1,33,5,3,1,7, , , ,3,5,3,3,1,1,1,3,3,1,2, ,,2,6,2, ,3, ,1,1,3,2,2,3,2,1, ,8,4,2,2, , ,2,1,1, , , ,1,0,1,3, ,1.9906999
300408,1,2,160618,0,160618,1,4,6,5,6,S,S,4,5,2,2,1,1,4, ,1, ,1,9,2,1,1,1, ,1,1, ,1, ,1,1,2, ,2,2,1,2, ,2,4,2,4,1,1,9,2,1,1,1,1,1,2,2,1,2,1, , , , ,2,1,3,1,9,2,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,3,1,3,2,2,3,2,1,2,1,2,1,2,56,3,3,1,1, , , ,3,1,3,1,1,3,4,1,2,1,2, ,,2,2,2, ,3, ,8,1,2, ,2,5,4,1, ,4,4,1, , , ,1,1,1,2, , ,1,1,1,1, ,1.1252255
300412,1,2,160619,0,160619,1,3,54,2,54,R,R,3,2,1,1,2,1,3, ,1, ,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,1, ,2,1,1,3,1,1,1,2,2,1,1,1,1,1,1, , , , ,1,1,1,2,2,2,3,3,3,3,1,1,1,2,1,1,1,1,1, , , , ,1,1,1,1,4,3,3,2,2,3,1,3,2,2,2,1,1,73,2,3,1,1, , , ,3,1,3,1,1,4,4,1,1,1,11,1,,1,1,1,1, , ,4,1,2, ,2,4,2,2, ,3,3,2,2, , ,2,2,1, , , ,1,0,1,1, ,1.4551454
300576,1,2,160620,0,160620,1,4,35,1,35,R,R,4,1,1,1,1,1,2, ,1, ,1,1,2,1,3,1, ,1,1, ,2, ,2,1,2, ,2,2,1,1, ,2,2,2,3,1,1,1,3,1,1,1,2,1,1,1,2,1,2, , , , ,2,2,3,2,1,8,2,1,3,3,2,1,2,3,2,2,1,2,2, , , , ,3,3,2,2,2,3,2,1,2,1,2,1,2,77,2,3,1,1, , , ,2,1,3,1,1,3,3,4,4,6,2, ,,2,1,2, ,3, ,4,1,2, ,2,4,2,1, ,2,2,2,1, , ,2,1,1, , , ,1,0,1,2, ,1.9805242
300577,1,3,160620,0,160620,1,3,48,3,48,U,U,3,3,2,2,2,1,1,1, , ,2,2,3,3,2,2, ,2,2, ,1,1, ,2, ,2,1,4,1, ,2,4,1,4,1,2,3,2,9,1,1,2,4,1,2, , , , ,4,3,1,4,1,1,8,3,4,4,9,1,1,2,1,1,1,1,1, , , , ,1,1,1,1,4,1,3,2,1,2,1,3,2,1,2,2,2,75,2,2,1,1, , , ,1,1,3,1,1,1,1,1,1,1,3, ,,9,3,1, , , ,2,1,1, ,1,2,5, ,9,3,3,1, , , ,2,1,1, , , ,1,1,1,2, ,0.3614845
300592,1,5,160620,0,160622,2,4,6,4,6,S,S,4,4,1,1,1,1,2, ,1, ,1,1,3,1,3,1, , ,1, , , , , , , , ,2,1,2, , , , , ,1,3,2,3,1,1,1,1,1,9,1,1,1,2, , , , , , ,5,5,5,5, , , , , ,2,2,2,2,2,2,2,2, , , , ,3,1,3,2,2,1, , ,1,2,1,1,1,52,3,4,1,7, , , ,2,5,3,3,1,1,1,1,2,1,13,1,,1,1,2,1, , ,8,3,2, ,2,4,3, , ,4,3,1, , , ,2,1,1, , , ,1,1,1,2, ,0.4077901
300596,1,3,160620,0,160620,2,4,6,1,6,S,S,4,1,2,2,2,1,1,1, , ,2,2,3,3,2,4,4, ,3,1, , , , , , , ,4,2, ,1, , , , ,2,1,2,3,1,1,1,1,1,1, , , , ,1,1,1,1, , ,1,1,1,1, , , , , ,2,2,2,2, , , , ,2,2,2,2,4,2,4,2,2,3, , ,1,2,1,1,2,37,4,3,1,7, , , ,1,5,3,3,1,1,1,3,3,1,13, ,,1,3,1,1, , ,5,2,2, ,2,4,3, , ,4,2,1, , , ,2,1,1, , , ,1,1,1,3, ,0.6040856
300597,1,3,160620,0,160620,2,4,6,5,6,U,U,4,5,2,2,1,1,3, ,1, ,1,2,3,3,1,1, ,1,1, ,2, ,2,1,2, ,2,3,2,1, ,2,3,3,4,1,1,1,1,1,1,3,1,1,2,1,1,1,3, , , , ,1,9,1,1,1,1,1,2,2,3,2,1,2,2,2,2,3,2,2, , , , ,3,1,3,2,1,1,2,3,1,2,2,1,2,55,3,4,1,7, , , ,3,5,3,3,1,1,1,1,2,1,2, ,,1,1,1, ,2, ,10,1,1, ,1,1,1, ,1,5,3,1, , , ,1,1,1, , , ,1,1,1,2, ,0.3710073
300605,1,6,160620,0,160620,2,1,36,5,36,U,U,1,5,1,1,2,1,1,1, , ,1,1,2,1,1,1, ,1,1, ,2, ,1,1,2, ,4,3,1, ,2,2,2,1,1,1,1,2,1,1,3,1,1,3,1, , , , ,1,3,3,1,1,2,4,2,4,1,2,2,2,3,1,2,2,2,2, , , , ,2,2,2,2,2,3,1,2,1,1,2,1,4,1,2,4,1,33,5,4,1,1, , , ,1,1,3,3,1,1,2,1,1,1,9, ,, ,6,1, , ,1,9,1,2, ,2,5,5,1, ,3,2,1, , , ,2,1,1, , , ,1,1,1,2, ,0.7806644
300612,1,3,160620,1,160620,2,2,19,1,19,R,R,2,1,1,1,2,1,3, ,1, ,1,1,3,1,1,1, ,1,1, ,2, ,1,1,2, ,1,3,1, ,2,2,1,3,4,1,2,2,3,1,1,1,1,1,1, , , , ,3,3,3,1,2,1,3,1,2,1,2,2,2,3,3,2,2,2,2, , , , ,2,2,2,9,2,3,2,2,1,2,2,2,3,1,2,2,1,24,5,4,1,7, , , ,3,5,3,3,1,1,1,1,1,6,2, ,,2,2,2, ,3, ,10,1,2, ,2,4,2,1, ,3,2,1, , , ,2,1,1, , , ,1,1,1,2, ,0.806093
300621,1,4,160621,0,160621,2,1,36,5,36,U,U,1,5,2,2,2,1,2, ,2, ,1,9,3,1,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1, ,2,1,4,1,2,1,2,2,3,1,2,1,1,1,1, , , , ,1,1,1,1,2,1,4,1,2,5,2,2,2,1,3,2,2,2,2, , , , ,2,2,2,2,3,3,4,3,2,3,2,2,4,2,2,1,1,64,3,2,1,7, , , ,2,5,3,2,1,2,4,4,4,1,2, ,,1,4,2, ,9, ,10,1,2, ,2,9,9,9, ,9,2,9,9, , ,2,1,1, , , ,1,1,1,2, ,0.5754785
300684,1,5,160621,0,160621,2,3,12,4,12,S,S,3,4,1,1,2,1,1,1, , ,1,1,3,3,1,1, ,1,1, ,1, ,1,1,2, ,1,1,1, ,2,1,1,1,4,1,2,1,1,1,1,1,1,1,2, , , , ,1,1,1,3,1,1,4,2,3,9,4,2,2,1,2,2,2,1,2, , , , ,2,2,2,2,2,3,2,1,1,3,2,1,1,1,2,2,2,40,4,6,1,1, , , ,1,1,3,1,1,2,2,1,1,1,13, ,,2,1,2, , , ,10,1,9,9,9,9,2, , ,3,2,1, , , ,2,1,1, , , ,1,1,1,1, ,0.3343871
300789,1,4,160621,0,160622,2,1,42,4,6,U,U,4,5,1,1,2,1,3, ,2, ,1,2,3,1,1,1, ,1,1, ,1, ,1,1,2, ,2,1,1, ,2,1,4,2,4,1,1,1,1,1,1,1,1,1,1, , , , ,1,1,1,1,2,1,3,2,9,9,2,2,2,1,2,2,2,2,2, , , , ,2,2,2,3,2,1,3,2,2,3,2,1,1,2,2,2,2,80,2,2,1,7, , , ,3,5,3,3,1,1,1,3,3,1,2, ,,2,2,2, ,2, ,2,1,2, ,2,4,2,1, ,3,3,1, , , ,2,1,1, , , ,1,1,1,3, ,0.6504307
300790,1,4,160621,0,160622,2,4,4,3,4,U,U,4,3,1,1,1,1,1,1, , ,1,1,2,3,1,1, , ,1, , , , , , , , ,1,2,1, , , , , ,1,1,2,1,1,1,1,2,1,1,1,1,3,3, , , , , , ,1,1,1,1, , , , , ,2,9,9,2,2,2,2,2, , , , ,3,2,4,2,1,3, , ,1,2,1,1,2,67,3,1,1,7, , , ,1,5,3,3,1,1,1,3,3,3,13, ,,1,1,1,2, , ,1,3,4,2,2,9,4, , ,1, ,1, , , ,1,1,1, , , ,1,1,1,3, ,0.5312127
300898,1,2,160622,0,160622,1,3,51,3,51,U,U,3,4,2,2,1,1,1,1, , ,2,2,1,1,3,1, , ,1, , , , , , , , ,3,2,2, , , , , ,2,1,2,3,1,1,1,1,1,1,1,1,4,1, , , , , , ,4,2,4,1, , , , , ,2,2,2,2,2,1,2,2, , , , ,3,3,3,3,2,3, , ,1,1,2,1,2,99,9,3,1,7, , , ,1,5,3,1,1,2,2,1,1,5,1, ,,2,2,2, , , ,2,3,3,2,2,3,2, , ,1, ,2, , , ,2,1,1, , , ,1,0,1,1, ,0.9853235
300937,1,2,160622,0,160622,1,3,48,4,48,U,U,3,4,2,2,1,1,1,1, , ,1,1,1,1,3,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,1,3,1,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , ,1,1,1,2,1,1,3,1,2,1,2,2,1,66,3,8,1,7, , , ,1,5,3,1,1,1,2,1,1,1,2, ,,2,2,2, ,2, ,8,1,2, ,2,5,5,1, ,2,2,1, , , ,1,1,1, , , ,1,1,1,2, ,0.3343871
300954,1,2,160622,0,160622,1,3,48,1,48,R,R,3,1,1,1,1,1,1,1, , ,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,1,2, ,4,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1, , , , ,1,1,3,4,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1, , , , ,4,1,3,2,2,3,2,3,3,2,2,1,2,99,9,9,1,7, , , ,1,5,3,1,1,1,1,1,1,1,2, ,,1,2,2, ,3, ,10,1,1, ,1,1,2, ,1,2,2,2,2, , ,2,1,4, , , ,1,0,1,2, ,0.3343871
300965,1,6,160622,0,160622,1,4,6,1,6,S,S,4,1,1,1,2,1,2, ,1, ,1,2,3,3,1,9,4,4,1, ,2, ,1,1,2, ,1,2,1, ,2,2,1,3,1,1,2,2,3,1,1,2,1,1,3, , , , ,1,3,1,2,1,1,2,3,3,3,1,1,2,3,3,1,1,1,1, , , , ,2,2,2,2,3,3,3,3,2,3,3,3,2,1,2,2,1,54,3,5,1,1, , , ,2,1,3,1,1,1,1,1,1,4,2, ,,2,5,2, ,1, ,7,1,2, ,2,4,2,2, ,2,2,1, , , ,2,1,1, , , ,1,1,1,2, ,0.6124271
300967,1,6,160622,0,160622,2,3,48,3,48,S,S,3,3,2,2,2,1,2, ,1, ,1,1,2,1,3,1, ,1,1, ,1, ,2,1,2, ,1,1,1, ,2,1,3,1,4,2,1,2,3,1,1,1,1,4,1, , , , ,1,1,1,1,2,1,4,1,1,1,2,2,2,1,3,2,2,2,2, , , , ,2,2,2,2,1,3,1,2,2,2,2,1,1,1,2,1,1,75,2,1,1,7, , , ,2,5,3,3,1,1,1,2,2,1,1, ,,1,1,1,3, , ,4,1,2, ,2,4,2,1, ,4,3,1, , , ,1,1,1,4, , ,1,1,1,3, ,0.3985345
300968,1,3,160622,0,160622,2,4,6,3,6,S,S,4,3,2,2,1,1,2, ,1, ,1,1,4,3,2,1, ,1,1, ,1, ,1,1,2, ,1,1,1,2, ,1,4,1,4,1,2,1,1,9,1,1,1,1,1,1,1,1,1, , , , ,1,9,1,1,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2, , , , ,1,3,3,5,1,2,2,1,1,2,1,2,2,80,2,4,1,7, , , ,2,5,3,3,1,1,1,3,1,1,2, ,,9,2,2, ,3, ,10,1,2, ,2,4,2,2, ,2,2,1, , , ,2,1,1, , , ,1,1,1,3, ,0.3539787
300973,1,1,160622,0,160622,1,4,4,3,4,S,S,4,3,2,2,1,1,1,1, , ,2,2,3,3,2,1, , ,1, , , , , , , , ,3,2,1, , , , , ,3,3,3,2,1,1,1,2,1,9,1,2,1,1, , , , , , ,1,1,3,1, , , , , ,2,2,2,2,3,3,2,2, , , , ,2,3,9,2,3,2, , ,4,2,2,4,2,76,2,6,1,1, , , ,1,1,3,1,1,3,4,1,1,5,5, ,, ,1,2, , , ,10,3,4,1,1,9,4, , ,1, ,1, , , ,2,1,1, , , ,1,1,1,1, ,0.3343871
301124,1,3,160623,0,160623,2,4,6,1,6,U,U,4,1,2,2,2,1,4, ,1, ,1,2,4,3,2,1, , ,1, , , , , , , , ,1,1, ,1, , , , ,2,2,2,1,4,1,3,1,1,1, , , , ,3,4,3,3, , ,2,1,1,1, , , , , ,2,2,2,2, , , , ,2,2,2,2,1,1,4,2,2,2, , ,2,1,2,1,2,56,3,1,1,7, , , ,3,5,3,3,1,1,1,3,4,4,2, ,,2,3,2, ,1, ,1,3,2, ,2,4,3, , ,5,3,1, , , ,2,1,1, , , ,1,1,1,3, ,0.6257456
301136,1,7,160623,0,160624,2,4,6,1,6,S,S,4,1,1,1,2,1,2, ,1, ,1,1,3,1,1,1, ,1,1, ,1, ,1,1,2, ,1,2,2, ,2,1,4,1,4,1,2,2,1,1,1,1,1,1,1, , , , ,1,3,1,2,2,1,4,1,1,1,2,2,2,1,3,2,2,2,2, , , , ,2,2,2,9,3,1,3,2,2,2,2,1,4,2,2,1,1,67,3,1,1,7, , , ,2,5,3,3,1,1,1,3,3,1,2, ,,2,4,1, ,3, ,3,1,2, ,2,4,2,1, ,2,2,2,1, , ,2,1,1, , , ,1,0,1,3, ,0.9949238
301329,1,4,160624,0,160624,2,3,12,4,12,S,S,3,4,1,1,1,1,1,1, , ,1,1,3,1,1,1, ,1,1, ,2, ,1,1,2, ,3,3,1,2, ,3,3,1,3,2,1,1,3,1,1,2,2,1,1,1,1,3,2, , , , ,2,1,4,2,8,1,2,2,2,3,3,2,2,9,2,9,2,2,2, , , , ,3,1,3,2,2,3,2,1,3,1,2,2,2,80,2,5,1,1, , , ,1,1,3,3,1,1,1,3,3,5,2, ,,1,5,2, ,3, ,1,1,2, ,2,4,3,2, ,1, ,1, , , ,2,1,4, , , ,1,1,1,3, ,0.3343871
301368,1,9,160624,0,160626,2,4,6,5,6,S,S,4,5,1,1,1,1,1,1, , ,2,2,3,1,1,1, ,1,1, ,1, ,1,1,2, ,1,2,1,2, ,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2, , , , ,2,2,2,1,1,1,1,2,1,2,1,1,2,3,1,1,2,2,2, , , , ,4,3,3,5,2,3,1,2,1,1,2,4,2,23,5,5,1,7, , , ,1,5,3,1,1,3,2,3,2,6,2, ,,1,1,1, ,3, ,4,1,2, ,2,5,5,2, ,4,2,1, , , ,1,1,1, , , ,1,1,1,2, ,1.0545486
301473,1,3,160626,0,160626,1,3,12,3,12,U,U,3,3,2,2,2,1,1,1, , ,1,2,2,1,1,1, ,1,1, ,2, ,2,1,2, ,1,4,2, ,2,1,1,2,4,3,1,2,1,1,1,1,2,2,1, , , , ,1,1,1,1,9,1,4,4,4,3,3,2,2,1,2,9,2,2,2, , , , ,2,2,2,2,3,3,2,5,2,3,3,1,4,1,2,9,2,72,2,8,1,1, , , ,1,1,3,3,1,1,1,1,1,5,11,1,,2,6,2, , , ,4,1,3,2,2,3,4,1, ,1, ,2, , , ,2,1,1, , , ,1,0,1,2, ,0.3343871
301496,1,1,160626,0,160626,1,4,6,3,6,U,U,4,3,1,1,2,1,2, ,2, ,2,2,4,3,9,1, ,1,1, ,9, ,1,1,2, ,5,2,9, ,9,9,9,1,9,1,2,9,3,1,1,1,1,1,1, , , , ,1,1,1,1,9,9,9,2,9,9,2,2,2,3,2,2,2,2,2, , , , ,2,2,2,2,1,3,3,9,2,1,2,1,4,9,9,1,1,34,5,3,1,7, , , ,2,5,3,1,1,3,4,1,1,6,1, ,,1,5,2,9, , ,10,1,2, ,2,5,5,2, ,2,2,2,2, , ,2,1,1, , , ,1,0,1,1, ,2.3655782
301534,1,1,160626,0,160626,1,4,6,2,6,S,S,4,2,2,2,2,1,1,1, , ,2,2,1,1,1,2, , ,2, , , , , , , , ,2,1, ,2, , , , ,2,1,2,3,1,3,1,1,1,1, , , , ,1,1,3,4, , ,3,4,3,2, , , , , ,1,1,1,1, , , , ,1,1,1,1,3,1,2,1,2,2, , ,2,1,2,2,1,44,4,8,1,7, , , ,1,5,3,2,1,1,3,1,1,3,1, ,,2,3,2, , , ,8,3,3,1,1,3,2, , ,4,3,1, , , ,2,2,1, , , ,1,1,1,1, ,0.3343871
301556,1,1,160626,0,160626,1,4,41,2,41,U,U,4,2,2,2,2,1,3, ,1, ,1,1,3,3,1,1, ,1,1, ,2, ,2,1,2, ,2,3,1, ,1,2,2,2,3,1,2,2,3,1,1,1,1,1,2, , , , ,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2, , , , ,2,2,2,2,3,3,3,2,2,2,2,2,3,1,2,3,2,19,5,4,1,7, , , ,3,5,3,1,1,1,2,1,1,6,2, ,,2,5,2, ,3, ,10,1,2, ,2,4,3,2, ,5,3,1, , , ,2,2,2, , , ,1,1,1,2, ,1.7022919
301574,1,1,160626,0,160626,1,3,12,2,12,S,S,3,2,1,1,1,1,2, ,1, ,2,2,1,1,1,2, ,2,2, ,1,1, ,2, ,2,1,2,1,2, ,1,1,4,2,1,1,2,3,1,1,1,1,1,1,1,1,2,2, , , , ,9,1,2,4,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1, , , , ,3,9,1,2,1,2,1,1,3,1,2,2,1,66,3,6,1,7, , , ,2,5,3,3,1,1,1,1,1,1,12, ,, ,5,2, , ,3,6,1,1, ,1,2,3, ,1,2,2,1, , , ,1,2,4, , , ,1,1,1,2, ,0.3343871
301677,1,2,160626,0,160626,1,3,37,1,37,R,R,3,2,1,1,1,1,2, ,1, ,2,2,2,3,2,1, , ,1, , , , , , , , ,3,2,2, , , , , ,1,2,1,3,1,1,3,1,1,3,1,1,2,3, , , , , , ,3,3,1,3, , , , , ,1,1,1,2,1,1,1,2, , , , ,4,2,2,2,2,2, , ,4,1,2,4,1,39,4,5,1,7, , , ,2,5,3,1,1,4,3,1,1,1,11,2,, ,2,2, , , ,5,3,3,1,1,3,3, , ,2,2,1, , , ,2,1,1, , , ,1,1,1,1, ,0.3343871
301755,1,2,160626,0,160626,1,3,12,4,4,S,S,4,1,1,1,1,1,3, ,1, ,2,2,3,1,2,4,4, ,1, , , , , , , , ,4,1,2, , , , , ,2,1,2,3,1,1,1,1,1,1,1,1,1,1, , , , , , ,3,2,4,2, , , , , ,1,2,2,2,2,2,2,2, , , , ,4,2,2,3,1,2, , ,2,1,2,1,2,35,5,6,1,7, , , ,3,5,3,3,1,2,1,1,1,1,1, ,,1,2,2,3, , ,8,3,3,1,1,3,1, , ,5,4,1, , , ,2,2,1, , , ,1,1,1,2, ,0.4317315
400003,2,1,160616,0,160616,2,1,34,3,34,,S,1,3, , ,2, , , , ,2,1,1,4,4,2,9,9,9,3,3, , , ,3,2,2,5,4,2, ,1,3,4,3,4,2,1,2,3,1,1,4,1,1,2, , , , ,4,4,1,1,2,2,4,4,4,4,2,2,2,1,3,2,2,3,2, , , , ,2,2,2,2,3,1,4,2,2,2,2,1,4,2,2,3,1,40,4,5,1,7, , , ,3,5,3,2,1,1,1,2,2,6,12, ,, ,5,2, , ,3,10,1,3,9,9,3,3, , ,5,3, , ,1,9,2,1,1, , , ,1,1,1,3,0.3549346,0.6343003
400016,2,1,160616,0,160616,2,3,12,4,12,,,3,4, , ,1, , , , ,2,1,1,3,3,1,3, , ,1, , , , , , , , ,3,2,2, , , , , ,2,1,1,1,1,1,1,1,1,1,1,3,1,1, , , , , , ,1,1,1,1, , , , , ,2,2,2,2,2,1,2,2, , , , ,3,1,3,2,1,2, , ,2,2,1,2,1,25,5,3,1,9, , , ,3,9,3,3,1,1,1,3,4,4,1, ,,1,4,2,3, , ,2,3,3,1,1,3,2, , ,7,3, , ,2,9,2,1,1, , , ,0,1,1,3,0.35571,0.4676064
400020,2,1,160616,0,160616,1,3,12,2,12,,S,3,4, , ,2, , , , ,2,1,2,1,1,1,1, , ,1, , , , , , , , ,4,2, ,1, , , , ,1,2,2,3,3,1,3,1,3,1, , , , ,1,1,1,1, , ,4,2,3,3, , , , , ,2,2,3,2, , , , ,3,3,3,3,1,3,2,5,1,2, , ,4,1,2,4,2,20,5,5,1,1, , , ,3,1,3,1,1,2,3,1,1,6,10, ,, ,5,1, , ,2,7,3,2, ,2,5,5, , ,5,3, , ,2,1,1,1,1, , , ,0,1,1,1,1.198423,1.0741907
400022,2,2,160616,0,160617,2,3,12,3,12,,U,3,3, , ,2, , , , ,2,1,1,3,3,2,9,9, ,9,9, , , , , , , ,1,1, ,2, , , , ,2,1,2,2,2,1,2,1,2,4, , , , ,2,4,2,1, , ,2,2,2,2, , , , , ,3,1,3,2, , , , ,2,2,2,2,2,1,2,2,1,2, , ,4,1,2,4,1,30,5,6,1,7, , , ,3,5,3,3,1,1,1,1,1,6,12, ,, ,5,2, , ,3,5,2,4,9,9,9,3, , ,3,3, , ,2,9,2,1,1, , , ,0,1,1,2,0.3421226,0.3343871
